Fecha,Obrador Kiteni,PS#1,KP 007+400,KP 018+000,KP 030+000,KP 040+000,KP 043+600,KP 046+100,KP 050+000,KP 057+000,KP 064+000,KP 071+000,KP 082+000,KP 090+000,KP 095+000,PS#2,KP 184+039,PS#3,PS#4/XV10007,Mes,KP 127+000,KP 181+900,KP 142+000,Ruptura
2023-10-14,22.78,3.6,0.0,23.2,15.1,4.5,0,24.0,12.6,18.4,11.2,11.0,27.0,0.0,0.0,6.2,0,19.81,75.0,2023-10,0.0,,9.1,0
2023-10-15,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.4,0,17.99,45.18,2023-10,0.0,,2.3,0
2023-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.8,0.18,2023-10,0.0,,0.0,0
2023-10-17,0.0,1.0,0.0,3.0,0.0,0.0,0,0.0,4.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,14.0,0
2023-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0,3.81,0.13,2023-10,0.0,,4.1,0
2023-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0,3.81,0.13,2023-10,0.0,,0.0,0
2023-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,0.0,0
2023-10-21,0.0,0.0,0.0,0.0,0.0,12.0,0,6.0,2.0,4.2,2.8,0.0,0.0,0.0,0.0,0.0,0,19.81,0.7,2023-10,0.0,,0.0,0
2023-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0,1.0,2.0,2023-10,0.0,,14.0,0
2023-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.3,2.0,2023-10,0.0,,0.0,0
2023-10-24,0.0,0.0,0.0,0.0,0.0,2.0,0,3.0,2.0,14.2,2.0,23.1,8.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,0.0,0
2023-10-25,0.0,0.0,0.0,0.0,0.0,6.0,0,5.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-10,0.0,,0.0,0
2023-10-26,0.0,0.0,11.2,6.0,6.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,4.0,2023-10,0.0,,3.0,0
2023-10-27,1.8,0.0,0.0,2.6,0.0,14.0,0,17.0,21.0,30.2,23.0,6.4,2.1,0.0,0.0,12.2,0,0.0,0.0,2023-10,0.0,,12.8,0
2023-10-28,0.0,7.6,0.0,28.0,8.0,16.3,0,6.0,3.0,2.2,6.0,0.0,0.0,0.0,0.0,12.2,0,0.0,0.0,2023-10,0.0,,0.0,0
2023-10-29,3.5,14.399999999999999,20.0,10.5,19.0,13.600000000000001,0,24.0,24.0,18.6,22.0,2.3,6.2,0.0,0.0,18.0,0,0.15,0.4,2023-10,0.0,,58.0,0
2023-10-30,0.2,10.6,15.0,12.9,7.0,13.2,0,25.0,27.0,36.4,8.0,4.6,7.1,0.0,0.0,1.0,0,0.15,0.4,2023-10,0.0,,6.2,0
2023-10-31,1.9,2.0,13.0,16.0,10.0,46.3,0,33.0,43.0,42.400000000000006,37.0,17.4,16.2,0.0,0.0,0.4,0,0.0,0.0,2023-10,30.0,,16.0,0
2023-11-01,10.1,20.8,20.0,18.0,11.0,10.3,0,9.0,27.0,28.2,24.0,13.4,21.2,0.0,0.0,1.0,0,0.0,0.0,2023-11,1.2,,18.0,0
2023-11-02,0.0,48.5,72.0,48.0,19.0,8.2,0,10.0,23.0,38.2,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-11,0.0,,12.0,0
2023-11-03,0.0,0.0,0.0,0.0,0.0,6.4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-11,0.0,,0.0,0
2023-11-04,3.0,0.0,0.0,0.0,2.1,1.3,0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,2.2,0,7.0,7.0,2023-11,3.1,,10.0,0
2023-11-05,10.0,0.0,0.0,0.0,4.1,10.5,0,3.7,16.0,16.2,10.0,4.5,6.0,0.0,0.0,19.599999999999998,0,13.4,34.0,2023-11,17.13,,26.0,0
2023-11-06,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.3,0.0,2.6,4.2,0.0,0.0,2.8,0,6.4,27.0,2023-11,0.2,,71.2,0
2023-11-07,0.0,2.2,2.0,2.8,12.6,48.0,0,0.0,4.0,6.0,3.5,1.8,0.0,0.0,0.0,11.3,0,0.0,0.0,2023-11,10.2,,4.0,0
2023-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,10.0,18.0,0.0,0.0,0.0,0.0,1.0,0,0.3,0.1,2023-11,4.3999999999999995,,14.0,0
2023-11-09,27.94,2.8,4.0,6.0,26.7,32.0,0,24.0,68.0,21.3,42.0,47.0,24.3,0.0,0.0,25.0,0,22.9,0.9,2023-11,60.8,,72.0,0
2023-11-10,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0,26.2,92.54,2023-11,0.2,,0.0,0
2023-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22.9,2.54,2023-11,0.0,,0.0,0
2023-11-12,3.0,0.0,0.0,4.0,47.0,9.0,0,0.0,34.0,21.4,44.0,22.9,5.4,0.0,0.0,0.4,0,0.0,0.0,2023-11,46.5,,0.0,0
2023-11-13,5.6,0.0,4.0,0.0,18.0,3.0,0,34.599999999999994,33.0,23.2,34.8,7.0,12.299999999999999,0.0,0.0,12.4,0,0.0,0.0,2023-11,23.7,,0.0,0
2023-11-14,5.0,44.599999999999994,35.0,20.0,22.0,66.0,0,47.0,80.0,49.3,24.6,17.0,4.1,0.0,0.0,2.4,0,0.0,0.0,2023-11,66.0,,0.0,0
2023-11-15,2.0,63.8,64.0,22.0,24.0,7.0,0,14.4,13.0,11.0,5.6,2.0,2.1,0.0,0.0,2.6,0,0.0,0.0,2023-11,2.2,,0.0,0
2023-11-16,5.2,20.4,10.0,52.0,70.0,74.0,0,52.0,81.0,14.2,24.8,15.0,10.3,0.0,0.0,12.799999999999999,0,10.9,0.4,2023-11,14.399999999999999,,0.0,0
2023-11-17,0.0,17.2,14.0,2.0,12.0,9.0,0,1.1,0.0,4.2,0.0,0.0,0.0,0.0,0.0,1.4,0,10.9,0.4,2023-11,0.8,,0.0,0
2023-11-18,11.0,2.4,2.0,8.0,3.0,51.0,0,25.0,36.2,22.2,7.2,22.0,18.0,0.0,0.0,8.0,0,0.0,0.0,2023-11,7.6,,0.0,0
2023-11-19,64.2,11.4,2.0,0.0,18.0,5.0,0,5.5,10.1,10.4,4.0,10.0,24.0,0.0,0.0,36.0,0,13.5,0.48,2023-11,90.2,,0.0,0
2023-11-20,29.0,28.6,15.0,46.0,34.0,21.0,0,16.0,26.0,40.400000000000006,25.4,12.0,15.0,0.0,0.0,17.09,0,13.5,0.4,2023-11,19.9,,0.0,0
2023-11-21,25.0,39.0,54.0,72.0,47.3,44.0,0,50.0,35.2,46.599999999999994,26.6,21.0,21.0,0.0,0.0,44.8,0,0.0,0.0,2023-11,19.2,,0.0,0
2023-11-22,34.0,102.8,55.0,71.0,58.2,63.0,0,58.0,83.0,32.4,25.0,49.0,14.0,0.0,0.0,31.0,0,10.0,12.0,2023-11,17.4,,0.0,0
2023-11-23,0.0,5.6,0.0,0.0,12.0,15.0,0,32.0,30.0,28.2,21.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,2023-11,0.2,,0.0,0
2023-11-24,1.5,4.6,5.0,9.3,6.2,26.0,0,23.0,23.0,32.4,7.8,6.0,3.0,0.0,0.0,0.4,0,4.8,4.0,2023-11,5.4,,0.0,0
2023-11-25,38.0,46.8,44.0,38.0,75.4,67.0,0,62.0,79.0,56.2,45.4,60.0,43.0,0.0,0.0,32.7,0,11.5,14.0,2023-11,23.0,,0.0,0
2023-11-26,7.0,75.8,37.0,40.0,37.4,35.0,0,33.0,41.0,34.400000000000006,23.6,31.0,28.0,0.0,0.0,26.2,0,18.8,18.0,2023-11,16.4,,0.0,0
2023-11-27,0.5,0.0,0.0,0.0,4.2,4.0,0,11.0,5.0,6.6,0.0,0.0,0.0,0.0,0.0,3.3,0,5.0,6.0,2023-11,9.6,,0.0,0
2023-11-28,15.5,0.0,0.0,0.0,0.0,1.0,0,11.0,27.0,80.4,42.4,21.0,8.0,0.0,0.0,7.2,0,23.0,26.0,2023-11,3.0,,0.0,0
2023-11-29,5.5,15.8,25.0,8.3,30.0,16.4,0,36.0,59.0,26.6,14.0,14.0,10.0,0.0,0.0,13.0,0,7.0,8.0,2023-11,4.0,,0.0,0
2023-11-30,4.1,39.8,37.0,22.0,61.4,32.5,0,37.0,38.0,54.400000000000006,30.0,29.0,8.0,0.0,0.0,3.6,0,0.0,0.0,2023-11,0.6,,0.0,0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-12,0.0,,0.0,0
2023-12-01,35.0,0.0,0.0,0.0,5.0,33.3,0,23.0,11.0,32.3,19.0,43.0,20.2,0.0,0.0,57.2,0,18.0,20.0,2023-12,31.6,,0.0,0
2023-12-02,20.1,1.4,7.5,0.0,7.2,2.3,0,7.0,7.0,6.6,4.2,14.3,22.4,0.0,0.0,42.8,0,8.0,8.0,2023-12,16.2,,0.0,0
2023-12-03,0.5,0.0,0.0,0.0,13.0,8.8,0,20.0,27.0,18.2,4.0,7.4,13.3,0.0,0.0,0.2,0,2.5,2.0,2023-12,1.5,,0.0,0
2023-12-04,11.0,5.1,14.0,7.5,7.0,9.5,0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,5.2,0,0.0,0.0,2023-12,11.6,,0.0,0
2023-12-05,8.4,64.5,63.0,63.0,42.3,23.4,0,40.0,93.0,36.1,19.0,1.3,4.2,0.0,0.0,11.1,0,12.5,12.0,2023-12,4.4,,0.0,0
2023-12-06,13.3,76.0,75.0,35.0,53.0,52.1,0,58.0,75.0,58.3,39.0,42.0,30.400000000000002,0.0,0.0,28.2,0,10.0,10.0,2023-12,9.6,,0.0,0
2023-12-07,11.0,0.0,5.0,18.0,11.0,23.3,0,36.0,16.0,22.1,40.0,40.2,22.0,0.0,0.0,9.2,0,0.0,0.0,2023-12,0.4,,0.0,0
2023-12-08,12.5,2.0,1.0,0.0,12.0,11.2,0,6.0,30.0,2.0,6.0,6.3,6.3,0.0,0.0,3.8,0,0.0,0.0,2023-12,16.6,,0.0,0
2023-12-09,22.0,20.1,36.0,27.0,79.0,58.0,0,66.5,80.0,53.1,56.0,60.2,4.2,0.0,0.0,42.8,0,22.86,20.32,2023-12,28.599999999999998,,0.0,0
2023-12-10,0.0,0.0,0.0,0.0,0.0,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0.0,0.0,2023-12,0.0,,0.0,0
2023-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-12,1.8,,0.0,0
2023-12-12,29.0,0.0,2.0,0.0,40.0,10.0,0,46.0,81.0,85.4,36.0,18.0,13.1,0.0,0.0,36.0,0,0.0,0.0,2023-12,32.6,,0.0,0
2023-12-13,1.0,1.0,1.0,2.0,0.0,1.3,0,4.5,0.0,2.0,0.0,0.0,3.1,0.0,0.0,3.8,0,0.0,0.0,2023-12,3.5999999999999996,,0.0,0
2023-12-14,0.0,0.0,0.0,0.0,0.0,9.5,0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6,0,2.29,2.54,2023-12,0.2,,0.0,0
2023-12-15,22.6,2.0,1.0,2.0,6.2,7.6,0,12.5,14.0,15.0,12.0,4.2,8.4,0.0,0.0,40.0,0,0.0,0.0,2023-12,36.8,,0.0,0
2023-12-16,15.2,73.4,62.0,74.0,68.0,31.2,0,32.0,25.0,39.3,28.2,14.2,16.3,0.0,0.0,18.0,0,22.86,22.35,2023-12,44.8,,0.0,0
2023-12-17,25.0,18.0,16.0,21.0,28.2,36.2,0,58.0,48.0,56.2,23.0,19.0,28.0,0.0,0.0,24.2,0,13.97,12.7,2023-12,22.799999999999997,,0.0,0
2023-12-18,6.0,3.5,3.0,6.0,7.0,9.6,0,13.5,22.0,26.599999999999998,7.0,9.0,3.0,0.0,0.0,19.5,0,0.0,0.0,2023-12,8.600000000000001,,0.0,0
2023-12-19,7.0,6.6,2.0,0.0,5.0,7.4,0,2.0,20.0,29.4,8.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-12,6.4,,0.0,0
2023-12-20,15.0,38.4,48.0,44.0,41.0,66.4,0,64.0,79.0,30.599999999999998,36.0,95.0,26.0,0.0,0.0,23.4,0,0.0,0.0,2023-12,40.6,,0.0,0
2023-12-21,2.3000000000000003,8.1,10.0,8.0,14.0,12.4,0,12.0,13.0,22.2,8.0,7.0,10.0,0.0,0.0,9.799999999999999,0,0.0,0.0,2023-12,2.2,,0.0,0
2023-12-22,0.0,0.0,4.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-12,0.0,,0.0,0
2023-12-23,0.0,3.2,1.0,0.0,3.1,4.2,0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-12,0.0,,0.0,0
2023-12-24,0.1,12.2,12.0,0.0,5.2,6.0,0,5.5,4.6,4.2,0.0,0.0,5.0,0.0,0.0,0.0,0,5.1,6.0,2023-12,0.0,,0.0,0
2023-12-25,0.1,9.1,16.0,9.7,11.3,2.0,0,6.5,9.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0,13.1,14.0,2023-12,0.0,,0.0,0
2023-12-26,5.0,40.1,46.0,78.0,97.2,70.2,0,58.0,33.0,22.2,6.0,4.0,4.0,0.0,0.0,3.3,0,0.0,0.0,2023-12,0.0,,0.0,0
2023-12-27,2.6,4.4,10.0,7.5,8.0,11.3,0,12.0,19.0,18.4,4.0,8.0,11.5,0.0,0.0,29.8,0,9.0,10.0,2023-12,5.2,,0.0,0
2023-12-28,0.2,2.0,3.0,2.0,2.0,12.600000000000001,0,16.0,20.0,16.4,8.0,5.0,2.0,0.0,0.0,2.8,0,12.5,12.0,2023-12,0.6,,0.0,0
2023-12-29,0.0,0.0,5.0,12.0,0.0,3.2,0,11.0,18.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2023-12,1.4,,0.0,0
2023-12-30,21.4,0.0,2.0,11.0,15.0,22.3,0,30.0,19.0,12.0,6.0,6.0,0.0,0.0,0.0,17.2,0,0.0,0.0,2023-12,30.2,,0.0,0
2023-12-31,5.0,13.2,0.0,18.0,7.0,32.2,0,18.0,7.0,33.599999999999994,35.0,5.2,18.0,0.0,0.0,26.93,0,5.3,0.2,2023-12,21.6,,0.0,0
