Fecha,Obrador Kiteni,PS#1,KP-7+400,KP 018+000,KP 030+000,KP 040+000,KP 043+600,KP 046+100,KP 050+000,KP 057+000,KP 064+000,KP 071+000,KP 082+000,KP 090+000,KP 095+000,PS#2,KP 142+000,KP-181+900,KP 184+039,PS#3,PS#4/XV10007,Mes,Ruptura
2021-10-18,0.0,0.0,1.4,0.0,1.0,0.0,0.0,0.0,2.2,3.2,5.2,1.4,1.5,0.0,0.0,1.5,0.0,0.0,13.399999999999999,0.0,0.0,2021-10,0
2021-10-19,0.0,1.0,40.4,5.0,5.2,56.0,0.0,0.0,12.4,8.0,0.0,3.4,2.1,0.0,0.0,1.3,0.8,1.0,8.0,1.0,1.5,2021-10,0
2021-10-20,0.0,78.3,38.2,16.0,13.0,12.0,0.0,10.2,25.3,34.0,6.2,8.4,3.0,0.0,0.0,0.0,1.5,5.0,19.1,8.3,9.9,2021-10,0
2021-10-21,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2.0,1.2000000000000002,0.0,0.0,2021-10,0
2021-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.4,2.3,4.8,14.4,5.9,0.0,0.0,1.4,0.0,0.0,2021-10,0
2021-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,3.0,0.0,0.0,0.0,17.8,2.5,1.0,2.0,2.2,2021-10,0
2021-10-24,0.0,0.0,6.6,0.0,0.0,0.0,0.0,0.0,25.4,45.4,0.0,10.2,6.3,11.0,24.2,0.0,0.0,0.0,3.1,0.0,0.0,2021-10,0
2021-10-25,0.0,70.3,12.0,24.0,12.0,39.4,0.0,56.3,78.4,64.2,24.0,24.0,14.2,9.0,25.3,4.0,0.0,0.0,23.3,0.0,0.0,2021-10,0
2021-10-26,0.0,0.0,0.0,0.0,2.1,12.5,0.0,4.2,1.4,10.0,1.0,1.4,2.3,2.4,6.4,0.0,9.2,6.0,25.4,26.0,30.0,2021-10,0
2021-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,2.5,0.0,12.0,15.0,2021-10,0
2021-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.4,45.0,44.2,22.2,12.0,12.9,0.0,18.299999999999997,0.0,0.0,2021-10,0
2021-10-29,0.0,29.0,65.3,24.0,6.4,54.6,0.0,58.4,100.0,122.0,18.0,17.2,39.0,8.2,7.5,6.2,13.2,10.0,24.0,28.0,28.0,2021-10,0
2021-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10,0
2021-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-10,0
2021-11-01,0.0,0.0,9.7,0.0,0.0,1.0,0.0,0.0,8.2,0.0,2.0,5.4,0.0,0.0,0.0,0.0,23.8,2.0,10.0,1.0,0.0,2021-11,0
2021-11-02,0.0,2.0,2.1,1.2,0.0,1.6,0.0,0.0,0.4,0.0,0.0,0.0,1.2,1.8,0.4,34.8,30.4,1.0,23.0,1.0,0.0,2021-11,0
2021-11-03,0.0,70.4,54.4,25.2,70.6,90.0,85.0,75.0,97.8,78.0,20.0,48.4,22.2,48.6,25.4,41.0,68.0,3.5,16.0,2.5,0.5,2021-11,0
2021-11-04,0.0,0.0,3.1,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,7.6,0.0,0.0,0.0,0.0,2021-11,0
2021-11-05,0.0,0.0,0.0,0.0,0.4,3.0,37.0,25.0,31.0,58.0,25.0,1.2,0.0,0.0,19.0,5.0,2.3,5.0,7.0,3.0,0.0,2021-11,0
2021-11-06,0.0,10.0,30.5,18.1,32.0,39.8,89.0,33.0,142.2,109.0,20.0,40.2,115.0,14.1,12.2,2.0,1.8,0.0,15.0,0.0,0.0,2021-11,0
2021-11-07,0.0,0.0,14.3,12.2,3.8,15.5,15.0,9.0,4.3,10.0,5.0,0.0,0.0,0.4,0.0,12.8,3.1,0.0,0.0,0.0,0.0,2021-11,0
2021-11-08,0.0,9.8,15.600000000000001,11.2,12.0,25.2,41.0,18.0,28.4,46.0,35.0,26.599999999999998,29.599999999999998,41.0,25.0,23.2,2.2,0.0,3.0,0.0,0.0,2021-11,0
2021-11-09,0.0,0.04,0.04,3.24,8.04,10.239999999999998,25.04,8.04,5.24,9.3,3.04,5.24,11.0,0.30000000000000004,2.24,7.8,14.4,0.04,5.0,0.04,0.04,2021-11,0
2021-11-10,0.0,60.2,53.6,25.0,10.0,4.2,15.0,4.0,3.0,9.5,8.0,6.4,2.6999999999999997,0.6,2.5,16.8,15.399999999999999,0.0,8.0,0.0,0.0,2021-11,0
2021-11-11,0.0,0.0,2.4,0.0,0.6,0.0,5.0,0.0,6.2,36.8,20.0,6.0,4.0,1.1,0.0,1.2,0.0,0.0,5.0,0.0,0.0,2021-11,0
2021-11-12,0.0,14.6,20.2,40.3,61.2,86.30000000000001,16.2,35.1,21.1,16.2,12.0,14.0,33.0,8.0,14.8,8.0,3.1,0.0,1.0,10.0,6.0,2021-11,0
2021-11-13,0.0,45.0,33.6,25.599999999999998,33.0,72.3,18.5,86.0,20.2,20.2,12.0,15.0,11.0,7.5,8.2,7.4,4.6,2.0,30.0,20.0,16.0,2021-11,0
2021-11-14,0.0,0.0,0.0,0.0,1.0,0.2,74.0,76.2,27.2,83.2,18.0,0.2,1.0,20.1,5.4,8.3,11.100000000000001,0.0,25.0,0.0,0.0,2021-11,0
2021-11-15,0.0,40.0,7.3,5.3,16.0,31.400000000000002,11.0,3.5,0.0,1.6,1.0,19.0,7.0,4.8,3.2,3.0,1.0,0.0,0.0,0.0,0.0,2021-11,0
2021-11-16,0.0,12.0,35.7,25.2,43.0,49.400000000000006,91.3,55.8,53.1,28.4,20.0,3.1,4.0,4.6,17.0,9.0,4.2,0.0,0.0,0.0,0.0,2021-11,0
2021-11-17,0.0,96.4,27.200000000000003,15.5,32.0,40.4,29.0,30.4,21.5,36.4,38.0,27.0,28.3,26.8,32.2,24.3,20.4,0.0,23.0,0.0,0.0,2021-11,0
2021-11-18,0.0,96.8,86.4,84.0,220.0,115.2,156.0,106.3,227.3,125.4,58.2,85.0,36.0,64.2,25.2,11.0,0.0,0.0,0.0,0.0,0.0,2021-11,0
2021-11-19,0.0,17.02,12.6,11.2,6.0,18.3,23.2,10.600000000000001,10.1,32.0,23.599999999999998,25.0,12.1,25.599999999999998,22.0,21.599999999999998,13.6,0.0,27.0,0.0,0.0,2021-11,0
2021-11-20,0.0,75.1,86.2,55.0,76.4,73.3,95.0,118.4,60.2,85.6,55.199999999999996,57.0,41.3,38.6,30.0,71.1,36.0,33.0,46.0,28.0,4.0,2021-11,0
2021-11-21,0.0,19.0,15.8,21.3,15.0,33.2,8.0,14.3,15.0,22.0,6.0,8.0,9.0,6.2,6.5,6.4,6.5,9.0,4.0,8.0,1.0,2021-11,0
2021-11-22,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.1,4.5,0.0,0.0,0.0,2021-11,0
2021-11-23,0.0,0.0,10.2,18.3,70.7,35.0,66.0,70.2,47.4,65.2,50.2,46.0,33.3,21.2,20.2,59.7,26.8,14.0,54.0,8.0,1.0,2021-11,0
2021-11-24,0.0,15.02,1.0,2.0,17.4,4.2,3.0,4.3,4.0,9.2,8.4,14.0,4.0,5.3999999999999995,6.2,9.0,9.8,9.0,12.2,10.0,1.0,2021-11,0
2021-11-25,0.0,0.6,1.2000000000000002,18.0,2.2,13.4,17.0,8.0,9.1,16.8,14.0,4.0,12.200000000000001,6.8,3.9,2.9,5.1,34.0,7.4,26.0,3.0,2021-11,0
2021-11-26,0.0,0.0,1.4,0.0,0.0,0.0,31.0,14.0,49.0,36.4,23.2,38.0,4.2,11.6,25.2,21.2,4.8,3.0,8.4,2.0,0.0,2021-11,0
2021-11-27,0.0,16.8,21.2,12.0,60.3,55.4,31.0,50.2,74.1,50.599999999999994,30.2,48.0,26.3,22.0,17.0,19.1,26.5,14.0,12.5,10.0,2.0,2021-11,0
2021-11-28,0.0,70.6,86.4,30.0,37.0,61.0,21.0,27.4,90.4,26.4,28.4,20.0,11.4,8.4,8.3,12.9,10.6,6.0,16.2,10.0,8.0,2021-11,0
2021-11-29,0.0,0.0,0.0,8.0,25.2,30.3,31.0,6.4,83.9,65.2,98.4,60.0,47.2,54.8,35.6,50.300000000000004,29.5,6.0,14.2,12.0,8.0,2021-11,0
2021-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-11,0
2021-12-01,0.0,1.8,16.599999999999998,26.0,19.2,18.700000000000003,15.0,5.3,6.6000000000000005,13.6,10.8,0.0,4.6,8.0,5.8,11.9,4.3,4.0,8.7,4.0,2.0,2021-12,0
2021-12-02,0.0,64.69999999999999,17.200000000000003,20.0,24.0,18.4,26.0,18.2,13.0,19.6,10.2,6.0,8.4,5.2,5.8,9.1,5.8,0.0,22.5,4.0,2.0,2021-12,0
2021-12-03,0.0,53.1,26.599999999999998,0.2,25.2,61.3,45.0,37.3,28.4,53.2,50.8,40.0,16.6,12.0,20.3,15.2,9.8,4.0,4.2,6.0,6.0,2021-12,0
2021-12-04,0.0,7.199999999999999,15.0,0.0,25.2,41.4,75.0,45.0,59.0,95.0,60.2,80.0,55.0,24.0,21.5,26.0,29.5,6.0,38.2,6.0,4.0,2021-12,0
2021-12-05,0.0,27.4,9.2,24.0,34.0,38.3,56.0,60.3,70.3,76.9,16.4,13.0,10.5,6.0,6.8,12.4,9.5,0.0,8.2,0.0,0.0,2021-12,0
2021-12-06,0.0,26.299999999999997,23.2,32.0,58.4,21.0,12.7,20.3,9.4,9.6,9.0,1.1,9.6,54.5,22.3,21.8,1.2,0.0,22.9,4.0,2.0,2021-12,0
2021-12-07,0.0,6.2,7.4,0.8,7.1,14.6,9.8,6.2,6.2,11.6,5.8,0.8,6.6,3.2,4.6,4.6,3.2,12.0,4.2,14.0,12.0,2021-12,0
2021-12-08,0.0,0.6,1.8,0.0,2.0,5.3,4.3,0.0,2.0,2.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,14.0,16.2,9.0,2.0,2021-12,0
2021-12-09,0.0,22.799999999999997,27.2,24.0,34.2,27.2,23.0,63.3,34.599999999999994,24.2,20.8,13.2,17.0,5.2,5.0,12.2,63.4,3.0,16.4,2.0,0.0,2021-12,0
2021-12-10,0.0,12.600000000000001,12.0,0.6000000000000001,4.0,29.4,79.4,44.9,72.5,58.4,12.1,4.6000000000000005,3.0,4.8,3.0,7.4,27.0,2.0,79.1,6.0,1.0,2021-12,0
2021-12-11,0.0,8.6,5.6,4.6,2.0,4.4,24.4,5.0,17.2,24.2,0.0,0.0,12.3,0.0,0.0,1.4,1.1,1.0,18.2,1.0,0.0,2021-12,0
2021-12-12,0.0,8.2,3.4000000000000004,4.9,0.0,3.4,9.0,4.3,6.4,12.2,22.4,16.2,8.3,6.199999999999999,13.0,6.2,0.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-13,0.0,8.4,7.2,7.0,4.5,0.0,3.0,11.0,8.1,6.2,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-14,0.0,29.400000000000002,1.8,1.8,0.0,8.700000000000001,4.2,10.4,4.0,3.0,1.8,0.0,3.3,2.2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-15,0.0,51.4,83.4,55.2,18.0,12.600000000000001,6.2,5.4,4.0,8.6,2.2,25.9,0.0,18.2,13.0,2.4,2.7,6.0,14.600000000000001,4.0,0.0,2021-12,0
2021-12-16,0.0,27.4,36.8,50.199999999999996,40.400000000000006,17.2,29.3,20.4,30.0,23.2,6.3,3.1,13.3,2.0,0.0,0.6,5.2,0.0,12.2,0.0,0.0,2021-12,0
2021-12-17,0.0,15.0,17.2,35.0,8.2,7.2,2.3,4.0,2.0,3.4,3.6,8.4,0.0,4.0,11.0,2.0,2.1,3.0,2.1,2.0,0.0,2021-12,0
2021-12-18,0.0,0.6,0.2,5.2,6.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2021-12,0
2021-12-19,0.0,0.0,0.0,0.0,0.0,2.0,18.0,5.0,11.0,8.4,3.8,0.0,8.2,0.0,0.0,1.0,4.5,5.0,4.2,5.0,0.0,2021-12,0
2021-12-20,0.0,82.2,117.8,12.4,16.4,29.7,37.0,30.0,31.0,39.6,10.9,35.2,2.0,1.0,1.0,0.8,0.0,0.0,6.2,0.0,0.0,2021-12,0
2021-12-21,0.0,0.0,2.8,0.0,2.4,1.3,2.3,0.0,1.0,0.4,3.4,0.0,0.0,1.0,0.0,0.3,0.8,0.0,26.5,0.0,0.0,2021-12,0
2021-12-22,0.0,47.4,62.2,53.0,22.6,165.6,214.0,25.0,26.0,170.2,30.6,22.3,40.1,22.0,24.0,2.5,29.8,2.0,18.2,4.0,4.0,2021-12,0
2021-12-23,0.0,24.0,22.2,21.0,92.19999999999999,26.6,40.5,18.8,36.0,40.599999999999994,38.8,30.5,18.9,12.6,34.0,6.8999999999999995,22.7,2.0,24.1,4.0,4.0,2021-12,0
2021-12-24,0.0,0.0,4.2,0.8,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.8,1.0,0.0,0.2,0.0,0.0,2021-12,0
2021-12-25,0.0,0.0,7.8,4.2,0.0,5.0,4.3,0.8,12.2,17.4,14.0,4.2,0.0,1.3,0.0,13.4,14.0,0.0,10.0,0.0,0.0,2021-12,0
2021-12-26,0.0,0.0,0.0,0.0,0.0,12.0,13.2,0.0,4.1,7.4,1.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-27,0.0,258.0,90.1,48.6,42.8,61.2,42.2,22.0,25.0,38.400000000000006,25.0,75.6,19.1,5.5,4.0,2.4,2.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-28,0.0,6.2,0.2,12.4,8.2,6.4,4.0,0.7,6.2,5.4,3.0,0.0,17.2,20.0,7.0,0.8,0.0,0.0,0.8,0.0,0.0,2021-12,0
2021-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12,0
2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12,0
